ResponseID,ResponseSet,Name,ExternalDataReference,Country,Status,StartDate,EndDate,Finished,Eff,Consent,Instruct1,ArticleIns,ArtInstruc,Neutral,HighEff,LowEff,ReadTime_1,ReadTime_2,ReadTime_3,ReadTime_4,MCIntro,Scary,Disgusting,Severe,Threaten,Effective,GWInstruct,GW01Trend,GW02HumDri,GW03Smoke,GW05Percen,GW06Solar,GW07Little,GW08Direct,GW09Threat,IntentionI,In01Bulbs,In02Winter,In03Summer,In04Washin,In05Dryer,In06Recycl,In07Paper,In08Water,In09Bags,In10Drive,In11Vote,In12Write,MoralIntro,M01Suffer,M02Rights,M03Proud,M04Guilty,M05Virtuou,M06Negativ,M07Positiv,M08Punish,M09Reward,M10Wrong,M11Right,PolicyIntr,Policies_Plastic,Policies_Reuse,Policies_Cup,Policies_Commute,Policies_Hybrid,Policies_MPG,Policies_Carpool,Disposable,Reusable,Drinks,Commuter,Hybrid,MPG,Carpool,DemoInstru,Gender,age,LibCon,Suspicion,Purpose,Thoughts,BebriefInt,Debriefing,GW06Solar_r,GW07Little_r,negEmoAvg,beliefAvg,intentionAvg,moralAvg,policyCount,filter_$,MatchSequence,ZintentionAvg,ZmoralAvg
R_2uzKO6hpBQ5YjT7,Live,Anonymous,,United States,0,6/22/15 10:28,6/22/15 10:38,1,-0.5,4,1,1,1,1,,1,0,0,131.429,0,1,7,7,6,6,4,1,6,7,7,6,3,2,7,6,1,7,6,7,5,6,6,6,7,7,7,7,5,1,6,7,6,7,1,5,7,6,6,5,7,1,1,1,1,1,1,2,1,3,5,3,6,6,,2,1,1,57,2,1,Study atitudes about the environment.,none,1,1,5,6,6.5,6.25,6.333333333,5.727272727,6,1,0,1.354346261,0.874418752
R_3elEyBPtRv7sPtj,Live,Anonymous,,United States,0,6/16/15 11:00,6/16/15 11:06,1,0.5,4,1,1,1,1,1,,18.073,18.073,64.866,1,1,6,5,6,5,5,1,7,7,6,6,1,1,6,6,1,7,6,3,6,4,7,4,3,4,4,6,3,1,6,6,6,7,1,6,3,4,7,4,6,1,2,1,1,2,1,2,2,,5,5,,5,,,1,2,37,4,1,I think it is forming opinions about the severity of climate change., ,1,1,7,7,5.5,6.5,4.75,5.090909091,3,1,0,0.066293902,0.38848903
R_0MKMejcEcFc51Vb,Live,Anonymous,,United States,0,6/22/15 8:59,6/22/15 9:05,1,0.5,4,1,1,1,1,1,,0,0,93.308,0,1,6,1,6,3,4,1,7,7,7,7,1,1,6,7,1,2,7,1,5,1,3,3,1,1,1,1,1,1,6,6,4,5,2,2,4,5,5,5,3,1,2,2,1,2,1,2,2,,,5,,5,,,1,1,28,1,1,To ask people their opinion on climate change and enviromental efforts to combat it., ,1,1,7,7,4,6.875,2.25,4.272727273,2,1,0,-1.967472979,-0.236277754
R_8e5x8X1rqYTan5z,Live,Anonymous,,Mexico,0,6/16/15 10:35,6/16/15 10:41,1,0.5,4,1,1,1,1,1,,0,0,47.428,0,1,7,6,7,7,2,1,5,7,7,7,2,1,5,6,1,5,2,1,6,5,7,7,7,7,6,1,1,1,6,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,6,,10,,1,2,20,1,1,attitudes about climate change through demographics,no,1,1,6,7,6.75,6.25,4.583333333,2.363636364,5,0,0,,
R_etczViJgLaZJDV3,Live,Anonymous,,Switzerland,0,6/22/15 8:55,6/22/15 9:03,1,-0.5,4,1,1,1,1,,1,0,0,82.627,0,1,6,6,7,7,2,1,7,7,7,6,2,1,7,7,1,6,4,5,6,5,7,7,7,7,6,7,5,1,6,7,6,6,6,5,4,6,6,6,5,1,1,1,1,1,1,1,1,5,5,5,6,7,10,8,1,2,23,2,1,to study political and moral beliefs that tie to climate change and global warming.,no,1,1,6,7,6.5,6.75,6,5.727272727,7,0,0,,
R_cGdHuzUZYekhGlv,Live,Anonymous,,United States,0,6/22/15 9:12,6/22/15 9:18,1,-0.5,4,1,1,1,1,,1,0,0,61.293,0,1,6,5,6,4,3,1,6,6,5,6,6,5,6,5,1,5,3,4,5,2,7,4,5,6,5,5,3,1,6,4,5,7,2,2,2,2,6,2,6,1,2,2,2,1,1,2,2,,,,2,4,,,1,2,21,1,1,I'm not sure,No,1,1,2,3,5.25,4.875,4.5,4,2,1,0,-0.137082786,-0.444533349
R_bOy9nOkQR8iYRcp,Live,Anonymous,,United States,0,6/16/15 9:50,6/16/15 10:37,1,0.5,4,1,1,1,1,1,,0,0,1812.973,0,1,4,5,4,5,6,1,5,4,4,3,4,5,4,3,1,4,5,3,3,3,4,3,3,3,4,3,4,1,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,10,1,1,2,1,1,1,1,39,3,1,A personality test,Thank you,1,1,4,3,4.5,3.75,3.5,3.090909091,7,1,0,-0.950589538,-1.138718666
R_1KOMuflUmeHlmpD,Live,Anonymous,,United States,0,6/22/15 8:55,6/22/15 9:13,1,0.5,4,1,1,1,1,1,,72.064,79.962,145.783,5,1,7,7,7,6,7,1,7,7,6,7,5,6,7,7,1,7,7,7,7,7,7,1,7,7,7,7,7,1,7,7,7,7,1,1,7,7,7,7,7,1,1,1,1,2,1,2,1,1,2,2,,10,,10,1,1,20,4,1,To see people's opinions on conservation.,No,1,1,3,2,6.75,5.75,6.5,5.909090909,5,1,0,1.48993072,1.013255815
R_4Twtai6yEpO95eB,Live,Anonymous,,United States,0,6/22/15 9:03,6/22/15 9:11,1,0.5,4,1,1,1,1,1,,6.125,6.125,148.958,1,1,7,6,7,7,6,1,7,7,7,7,2,1,6,7,1,6,7,6,6,7,6,7,5,7,4,6,5,1,7,7,7,7,5,6,5,6,7,7,7,1,1,1,1,1,1,1,1,1,5,6,6,5,5,3,1,2,23,1,1,To see how people feel about global warming.,"\None"""," thanks!\""	1""",6,7,6.75,6.75,6,6.454545455,7,1,0,1.083177343,1.429767005,
R_0rcBYONxoDhCOW1,Live,Anonymous,,United States,0,6/22/15 9:17,6/22/15 9:26,1,0.5,4,1,1,1,1,1,,0,0,75.877,0,1,7,7,7,7,7,1,7,7,7,7,1,1,7,7,1,7,7,7,7,5,7,7,7,7,7,7,5,1,7,7,7,7,7,4,7,7,7,7,7,1,1,1,1,1,2,2,1,1,2,1,10,,,8,1,2,45,3,1,"\To find out how much of the population actually believes global warming and climate change is a \""\""thing.\""\"" Many peoplejust say they don't believe in it-just so they can continue to live like pigs. I used to be like that-but you just can't argue with science! And it's crucial to improve your behavior!Over time I have evolved in to a better person and I think other""","\it was great"""," thanks!\""	1""",7,7,7,7,6.666666667,6.727272727,5,1,0,1.625515178,1.6380226,
R_1G4pGJeiJsfD833,Live,Anonymous,,United States,0,6/16/15 10:58,6/16/15 11:07,1,0.5,4,1,1,1,1,1,,,,,,1,7,6,7,7,6,1,6,6,6,6,4,1,6,7,1,7,7,7,7,7,7,7,7,5,5,6,5,1,6,6,6,7,1,2,2,2,7,2,7,1,2,1,1,1,1,2,1,,2,2,1,5,,2,1,2,57,4,1,I would guess it would be how a scientific article inffluences a person's opinions.,no,1,1,4,7,6.75,6,6.416666667,4.363636364,5,1,0,1.42213849,-0.166859223
R_9uBDfNj57GyxS9T,Live,Anonymous,,United States,0,6/16/15 10:19,6/16/15 10:27,1,-0.5,4,1,1,1,1,,1,0,0,122.496,0,1,7,7,7,6,5,1,7,7,7,6,1,1,7,7,1,7,6,7,7,7,7,5,6,6,5,7,4,1,7,6,6,6,5,6,6,6,7,6,5,1,2,1,1,2,1,2,1,,5,1,,10,,1,1,2,32,2,1,How reading manipulated text about the effectiveness of personal conservation efforts effects a person's willingness/desire to still partake in those efforts., ,1,1,7,7,6.75,6.875,6.166666667,6,4,1,0,1.218761802,1.082674347
R_6s4jzp8ORtShoLr,Live,Anonymous,,United States,0,6/16/15 9:51,6/16/15 10:00,1,0.5,4,1,1,1,1,1,,0,0,78.346,0,1,7,7,7,5,5,1,7,7,7,7,1,1,7,7,1,7,4,4,7,7,7,7,7,7,7,7,1,1,7,7,7,7,5,5,5,5,7,5,7,1,1,1,1,1,1,1,1,2,3,5,5,10,10,2,1,1,36,1,1,if reading the article makes people change their minds?,n/a,1,1,7,7,6.5,7,6,6.090909091,7,1,0,1.083177343,1.152092878
R_eJRYK9F2KozXYeF,Live,Anonymous,,United States,0,6/16/15 10:17,6/16/15 10:32,1,-0.5,4,1,1,1,1,,1,0,0,88.631,0,1,6,6,5,6,5,1,7,6,6,5,2,2,6,6,1,7,6,7,7,7,7,7,4,7,6,7,2,1,7,6,7,7,7,5,6,7,7,6,6,1,1,1,1,1,1,1,1,1,2,10,10,10,5,8,1,1,41,3,1,My guess is that it is to determine what steps people are willing to take to combat climate change and how this is affected by what we read and hear.,Good luck with your research!,1,1,6,6,5.75,6,6.166666667,6.454545455,7,1,0,1.218761802,1.429767005
R_cI1YVjAyiWNMchT,Live,Anonymous,,United States,0,6/22/15 9:32,6/22/15 9:40,1,0.5,4,1,1,1,1,1,,0,0,77.467,0,1,6,5,6,5,5,1,6,6,5,3,4,3,4,5,1,7,3,4,3,1,6,5,5,5,5,4,1,1,5,5,5,7,3,7,3,5,6,4,5,1,1,1,1,1,1,2,1,4,6,8,7,5,,10,1,1,54,6,1,How to help the climate change.,"\No"""," but thank you.\""	1""",4,5,5.5,4.75,4.083333333,5,6,1,0,-0.476043933,0.319070499,
R_0Grb4uSvckMOCdD,Live,Anonymous,,United States,0,6/16/15 10:56,6/16/15 11:06,1,-0.5,4,1,1,1,1,,1,0,0,143.541,0,1,3,5,2,2,1,1,2,1,1,1,5,7,2,3,1,7,7,7,7,2,7,4,1,7,7,4,1,1,4,1,2,4,1,1,1,1,7,1,4,1,2,1,1,2,1,2,2,,10,5,,10,,,1,2,43,5,1,to gauge peoples view on the details for recycling and global warming and climate change,Thank you,1,1,3,1,3,1.75,5.083333333,2.454545455,3,1,0,0.33746282,-1.624648387
R_bQUMJYJGpDHkmr3,Live,Anonymous,,United States,0,6/22/15 8:52,6/22/15 9:01,1,-0.5,4,1,1,1,1,,1,0,0,252.41,0,1,7,6,7,7,7,1,6,7,6,5,2,1,6,7,1,7,7,7,7,3,7,7,7,7,7,7,2,1,7,7,7,7,1,3,2,4,7,3,4,1,2,1,1,2,1,2,2,,1,3,,6,,,1,2,28,3,1,How people perceive global warming after reading that article, ,1,1,6,7,6.75,6.25,6.25,4.727272727,3,1,0,1.286554031,0.110814904
R_24vgaFMOqQ423xr,Live,Anonymous,,United States,0,6/16/15 10:34,6/16/15 10:41,1,0.5,4,1,1,1,1,1,,0,0,58.325,0,1,7,7,7,7,7,1,7,7,7,7,4,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,4,1,7,7,7,7,4,7,7,7,7,7,7,1,1,1,1,1,1,1,1,5,5,5,5,10,10,8,1,2,42,4,1,Social awareness,no,1,1,4,7,7,6.625,6.75,6.727272727,7,1,0,1.693307408,1.6380226
R_bm6HMnkw5y8nzcp,Live,Anonymous,,United States,0,6/22/15 10:51,6/22/15 10:57,1,-0.5,4,1,1,1,1,,1,0,0,59.212,0,1,5,4,6,5,3,1,6,5,6,5,2,2,5,4,1,5,5,7,7,1,6,5,5,3,2,5,1,1,5,6,6,5,3,4,5,5,6,3,5,1,2,1,1,2,1,1,1,,1,1,,5,5,4,1,2,41,2,1,I think it might be to see if you think your personal habits can affect the outcome of global warming.,I don't.,1,1,6,6,5,5.375,4.333333333,4.818181818,5,1,0,-0.272667245,0.180233435
R_bw7wVLZAknlM3hX,Live,Anonymous,,Netherlands,0,6/16/15 9:53,6/16/15 10:07,1,0.5,4,1,1,1,1,1,,11.96,200.561,201.886,5,1,2,4,2,2,2,1,4,4,5,4,5,3,5,2,1,6,3,5,3,4,5,2,2,4,2,4,1,1,5,5,5,6,1,3,6,6,4,3,5,1,2,2,2,2,2,2,2,,,,,,,,1,1,24,5,1,don't know,no,1,1,3,5,2.5,4,3.416666667,4.454545455,0,0,0,,
R_5tYtEFjMpV66rQ1,Live,Anonymous,,Nicaragua,0,6/16/15 10:40,6/16/15 11:17,1,-0.5,4,1,1,1,1,,1,14.57,27.624,77.128,4,1,7,6,7,7,4,1,6,6,6,5,5,6,6,7,1,7,6,6,5,7,7,5,6,7,5,6,4,1,7,7,7,5,7,6,5,7,6,7,5,1,1,1,1,1,2,2,2,5,4,4,6,,,,1,2,50,4,1,analyzing the decisions,no,1,1,3,2,6.75,5.125,5.916666667,6.272727273,4,0,0,,
R_4GUHX8v9TUqH9I1,Live,Anonymous,,Mexico,0,6/16/15 10:58,6/16/15 11:09,1,-0.5,4,1,1,1,1,,1,0,0,135.96,0,1,5,5,5,5,6,1,6,3,5,3,6,2,5,5,1,7,4,4,7,7,3,4,2,5,4,5,1,1,6,6,6,6,4,5,5,6,6,4,7,1,1,1,1,1,1,1,1,2,2,3,3,10,10,4,1,2,37,4,1,"\I think we were given a negative article about how we can not do anything regarding climate change"""," in order to see if that affected our perceptions of recycling and other things. \""	none""",1,2,6,5,4.375,4.416666667,5.545454545,7,0,0,,,
R_cBXRG8GP3umJFhr,Live,Anonymous,,Nicaragua,0,6/22/15 9:17,6/22/15 9:24,1,0.5,4,1,1,1,1,1,,7.58,39.564,47.309,8,1,7,7,6,7,5,1,6,7,7,7,5,7,7,6,1,7,5,3,7,5,4,3,4,4,4,3,5,1,7,5,7,3,4,5,4,6,7,5,4,1,2,1,1,2,1,1,2,,5,10,,10,7,,1,1,22,3,1,About global warming,interesting study,1,1,3,1,6.75,5.5,4.5,5.181818182,4,0,0,,
R_eDVkA0m8sEaYQjH,Live,Anonymous,,United States,0,6/22/15 9:21,6/22/15 9:34,1,0.5,4,1,1,1,1,1,,0,0,163.35,0,1,6,5,5,6,3,1,7,5,6,5,2,2,6,5,1,5,3,6,6,3,5,5,7,5,4,5,1,1,6,5,6,5,4,3,4,2,5,3,5,1,2,1,2,2,1,1,2,,3,,,5,4,,1,1,35,2,1,I feel the study is looking for my opinion on global warming and if humans are responsible.,no,1,1,6,6,5.5,5.75,4.583333333,4.363636364,3,1,0,-0.069290556,-0.166859223
R_ai9mauhByNMAF81,Live,Anonymous,,United States,0,6/16/15 10:03,6/16/15 10:18,1,0.5,4,1,1,1,1,1,,0,0,96.452,0,1,7,7,7,6,6,1,5,4,4,6,6,6,6,4,1,6,6,7,6,6,7,6,5,5,5,7,5,1,7,7,7,7,5,6,6,7,6,6,5,1,1,1,2,1,1,1,1,5,8,,9,6,7,8,1,1,29,5,1,we as a community need to change how we live our daily lives for the good of mother Earth,none,1,1,2,2,6.75,4.125,5.916666667,6.272727273,6,1,0,1.015385114,1.290929942
R_2cbaCI0EbVCSo6N,Live,Anonymous,,United States,0,6/16/15 10:33,6/16/15 10:44,1,-0.5,4,1,1,1,1,,1,0,0,96.721,0,1,6,4,6,3,3,1,7,5,6,5,2,2,6,6,1,3,3,3,4,2,5,5,7,2,5,5,2,1,6,5,6,6,4,5,4,4,6,3,5,1,2,1,1,1,1,2,2,,2,2,3,5,,,1,1,41,1,1,Studying attitudes about the morality of energy usage behaviors that impact the environment.,none,1,1,6,6,4.75,5.875,3.833333333,4.909090909,4,1,0,-0.679420621,0.249651967
R_81iFnWMtVX6Lfs9,Live,Anonymous,,United States,0,6/22/15 9:33,6/22/15 9:38,1,-0.5,4,1,1,1,1,,1,0,0,48.959,0,1,4,4,4,3,2,1,5,5,5,4,3,2,4,5,1,4,4,4,5,1,1,4,5,4,1,1,1,1,4,4,4,5,1,4,2,4,5,1,5,1,2,1,1,2,1,2,1,,1,2,,5,,1,1,2,22,4,1,opinions about global warming and recycling,no,1,1,5,6,3.75,4.875,2.916666667,3.545454545,4,1,0,-1.425135144,-0.791626008
R_2hKB4or0x2epGeN,Live,Anonymous,,United States,0,6/16/15 10:19,6/16/15 10:27,1,0.5,4,1,1,1,1,1,,2.233,14.731,81.707,3,1,6,6,5,4,4,1,6,5,6,6,5,1,5,5,1,7,7,6,7,3,7,7,7,7,5,7,4,1,7,4,6,7,4,4,4,7,7,4,4,1,1,1,1,1,1,2,1,1,1,1,10,10,,3,1,1,24,4,1,I think it was about perceptions.,No,1,1,3,7,5.25,5.375,6.166666667,5.272727273,6,1,0,1.218761802,0.527326094
R_1Oj9qts52wSW0QJ,Live,Anonymous,,United States,0,6/16/15 10:36,6/16/15 10:45,1,0.5,4,1,1,1,1,1,,0,0,81.667,0,1,6,5,6,6,4,1,7,6,6,6,5,3,6,6,1,7,4,5,5,1,3,4,6,6,2,5,1,1,7,7,6,5,4,3,5,4,6,3,3,1,1,1,1,2,1,2,2,1,1,1,,10,,,1,1,30,3,1,To measure the current feelings toward global warming issues and what individuals are willing to do about it.,No.,1,1,3,5,5.75,5.625,4.083333333,4.818181818,4,1,0,-0.476043933,0.180233435
R_ctJqp1B3pHXHMEJ,Live,Anonymous,,United States,0,6/16/15 10:49,6/16/15 11:06,1,0.5,4,1,1,1,1,1,,4.891,47.368,228.877,4,1,7,7,7,4,7,1,7,7,7,7,4,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,4,1,7,7,7,7,6,7,7,7,7,7,7,1,2,1,1,2,1,1,2,,2,5,,6,3,,1,1,34,1,1,Personal opinion on human daily activities and experiences.,none,1,1,4,7,6.25,6.625,6.75,6.909090909,4,1,0,1.693307408,1.776859663
R_byF9BDYCTCPxe3X,Live,Anonymous,,United States,0,6/16/15 9:52,6/16/15 10:00,1,0.5,4,1,1,1,1,1,,0,0,109.892,0,1,6,3,6,5,6,1,7,6,6,6,2,1,6,6,1,5,6,5,7,5,5,6,7,5,2,6,1,1,6,4,3,6,4,6,4,6,6,3,4,1,1,1,1,2,1,2,2,1,2,4,,7,,,1,2,50,2,1,To check what people think about global warming and to see how people feel about making certain changes.,no,1,1,6,7,5,6.25,5,4.727272727,4,1,0,0.269670591,0.110814904
R_2948Dkrz6n9RkVL,Live,Anonymous,,United States,0,6/16/15 10:11,6/16/15 10:17,1,0.5,4,1,1,1,1,1,,3.704,90.633,90.954,11,1,3,5,4,5,5,1,5,5,3,5,4,5,5,4,1,7,6,6,5,5,5,5,5,4,2,6,5,1,5,6,4,6,3,6,6,4,5,6,5,1,2,2,1,1,1,2,2,,,2,4,1,,,1,2,25,4,1,Climate change and what you can do.,N/A,1,1,4,3,4.25,4.25,5.083333333,5.090909091,3,1,0,0.33746282,0.38848903
R_eQJDtzqbYTODu1n,Live,Anonymous,,United States,0,6/22/15 9:03,6/22/15 9:08,1,0.5,4,1,1,1,1,1,,34.563,34.563,55.278,1,1,7,3,7,5,3,1,7,7,7,7,2,1,7,7,1,7,7,1,7,7,7,4,7,7,5,7,1,1,7,7,7,7,1,4,7,7,7,3,7,1,1,1,1,2,1,1,1,5,5,2,,10,10,2,1,1,27,1,1,Possibly to try to convince people of the dangers of global warming?,none,1,1,6,7,5.5,6.875,5.583333333,5.818181818,6,1,0,0.744216196,0.943837283
R_8CeR5K9bYXWZzJb,Live,Anonymous,,United States,0,6/16/15 10:23,6/16/15 10:47,1,-0.5,4,1,1,1,1,,1,17.655,206.584,221.396,4,1,6,6,6,5,5,1,7,3,6,6,4,5,6,6,1,7,7,7,7,1,7,6,7,7,3,5,2,1,5,5,6,5,2,1,2,2,5,2,3,1,2,1,2,2,1,2,2,,2,,,5,,,1,1,31,3,1,"\Your views on global warming.  I think global warming is still a debated topic...whether it is happening or not.  I assume you are wanting to learn different peoples feelings towards this topic and if they believe it is enough of an issue to make changes to their daily lives to \""\""do their part.\""\""\""""",Fun Survey.,1,1,4,3,5.75,5.125,5.5,3.454545455,2,1,0,0.676423967,-0.861044539
R_42t4msUxuBolgEJ,Live,Anonymous,,United States,0,6/16/15 10:00,6/16/15 10:08,1,-0.5,4,1,1,1,1,,1,0,0,82.733,0,1,6,4,6,6,2,1,6,6,4,5,2,1,2,6,1,7,7,7,7,1,7,4,7,7,1,4,1,1,6,4,6,7,4,1,4,4,7,6,1,1,1,1,1,2,2,2,2,1,1,1,,,,,1,1,38,4,1,I think it's trying to see where people stand on the idea of glaobal warming.,no thanks.,1,1,6,7,5.5,5.25,5,4.545454545,3,1,0,0.269670591,-0.02802216
R_80JqyQcoLpSrcgt,Live,Anonymous,,United States,0,6/16/15 10:07,6/16/15 10:14,1,-0.5,4,1,1,1,1,,1,0,0,71.885,0,1,1,7,1,1,1,1,1,4,1,1,7,7,4,1,1,1,1,1,7,1,7,7,7,7,7,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,,5,5,,10,,10,1,2,54,7,1,"\Education regarding climate change"""," as well as gathering information regarding people's opinions about the issue.\""	no""",1,1,1,2.5,1.75,4,1.545454545,4,1,0,-0.543836162,-2.318833704,
R_6kRWazAzmQzaUgR,Live,Anonymous,,United States,0,6/22/15 9:14,6/22/15 9:20,1,-0.5,4,1,1,1,1,,1,22.709,50.18,52.583,25,1,6,6,5,6,5,1,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,6,6,6,5,7,6,6,1,1,26,5,1,collecting information about nature and pollution,no,1,1,3,3,5.75,4.5,5,5,7,1,0,0.269670591,0.319070499
R_6R3bZ367SN7gVj7,Live,Anonymous,,United States,0,6/16/15 10:36,6/16/15 10:45,1,0.5,4,1,1,1,1,1,,4.246,11.79,47.222,2,1,7,5,6,6,6,1,7,7,7,7,1,1,7,6,1,6,5,5,6,3,7,5,7,7,4,7,2,1,7,7,7,7,3,5,4,5,6,3,6,1,1,1,1,2,1,1,1,1,1,1,,5,2,2,1,2,32,1,1,To see if people think global warming is a moral issue?, ,1,1,7,7,6,6.875,5.333333333,5.454545455,6,1,0,0.540839508,0.666163157
R_1YWu46GiIMZZR6B,Live,Anonymous,,United States,0,6/16/15 10:16,6/16/15 10:25,1,0.5,4,1,1,1,1,1,,0,0,62.954,0,1,5,3,4,3,5,1,3,4,3,2,4,3,3,4,1,3,2,3,3,3,3,3,3,3,3,3,3,1,3,2,3,5,3,2,2,3,3,2,3,1,2,1,1,2,1,2,2,,1,1,,5,,,1,1,35,5,1,I believe this study is designed to find people's beliefs about global warming and to attempt to educate them on the matter.,No.,1,1,4,5,3.75,3.5,2.916666667,2.818181818,3,1,0,-1.425135144,-1.346974261
R_5yzxupuY3rG8ddX,Live,Anonymous,,United States,0,6/16/15 10:10,6/16/15 10:51,1,-0.5,4,1,1,1,1,,1,0,0,152.126,0,1,6,5,7,6,5,1,6,7,6,5,1,1,6,7,1,7,7,7,7,5,7,7,7,7,4,6,3,1,6,7,4,5,3,7,5,5,5,5,5,1,1,2,2,1,2,1,2,10,,,5,,10,,1,2,38,2,1,"\To see if the public believe independent scientists that climate change is caused by humans or the crazy corporate media and the corporate bought representatives in the congress that it has nothing to do with humans. If you do believe in the scientist than can one person make a difference in their home. In addition""", should people be penalized for not taking steps in their live to conserve energy. / NOTE: / There is one item that you did not bring up in the survey that has me a little concerned. Emissions due to transportation and manufacturing is not the main source of climate," rain forest would not have to be cut down for feed and organic farming has been proven to sequester carbon from the atmosphere    \""	See last question""",7,7,6,6.375,6.166666667,5.181818182,3,1,0,1.218761802,0.457907562,
R_a3sMRLzhrYXXQ3P,Live,Anonymous,,United States,0,6/16/15 10:03,6/16/15 10:10,1,-0.5,4,1,1,1,1,,1,0,0,83.841,0,1,6,2,6,5,2,1,5,6,5,5,2,1,5,6,1,6,3,6,7,2,6,6,2,6,2,6,2,1,6,2,5,7,1,5,6,4,7,7,6,1,1,2,2,2,1,2,2,1,,,,10,,,1,2,27,4,1,Views on Global Warming,NO,1,1,6,7,4.75,5.625,4.5,5.090909091,2,1,0,-0.137082786,0.38848903
R_bK4EGs5LnU4Ovop,Live,Anonymous,,United States,0,6/22/15 9:27,6/22/15 9:32,1,0.5,4,1,1,1,1,1,,16.424,16.424,54.348,1,1,6,6,6,6,6,1,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,1,7,6,6,6,6,6,6,6,6,6,6,1,2,1,1,2,1,1,1,,1,1,,1,1,1,1,2,42,1,1,Environmental attitudes,No,1,1,2,2,6,5,6,6.090909091,5,1,0,1.083177343,1.152092878
R_2ivNzurWkrlaA4J,Live,Anonymous,,United States,0,6/22/15 9:35,6/22/15 9:41,1,0.5,4,1,1,1,1,1,,21.673,45.885,48.113,4,1,5,6,5,5,3,1,7,5,5,4,3,1,6,7,1,7,7,1,7,2,3,6,6,5,1,5,2,1,7,7,7,6,2,5,3,6,6,5,3,1,1,2,1,2,1,2,2,1,,1,,7,,,1,2,26,3,1,"\How willing people are to make changes in their lives for the environment"""," and what could convince them.\""	No""",1,5,7,5.25,5.75,4.333333333,5.181818182,3,1,0,-0.272667245,0.457907562,
R_1yVhy6hLo3qyw8R,Live,Anonymous,,United States,0,6/16/15 10:47,6/16/15 10:57,1,-0.5,4,1,1,1,1,,1,0,0,62.116,0,1,3,2,3,2,3,1,5,4,4,4,4,3,4,3,1,1,1,1,5,1,1,3,6,2,1,4,3,1,5,4,3,5,1,1,1,1,5,1,3,1,2,1,1,2,1,2,1,,2,2,,4,,2,1,2,56,2,1,To see how people view climate change.,Thanks and best of luck with your research!,1,1,4,5,2.5,4.125,2.416666667,2.727272727,4,1,0,-1.831888521,-1.416392792
R_2tvSQxDIvqIZqYd,Live,Anonymous,,United States,0,6/22/15 9:14,6/22/15 9:23,1,0.5,4,1,1,1,1,1,,1.363,79.931,81.902,3,1,1,1,3,2,2,1,4,3,6,4,4,3,5,3,1,1,4,4,4,1,1,1,7,1,1,1,1,1,4,4,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,,1,1,,10,,1,1,1,54,4,1,Convince people Global Warming is apppening,"\In the NE"""," our temps have set record breaking lows the past two years.  / Global Warming doesnt fly much here. \""	1""",4,5,1.75,4.25,2.25,1.727272727,4,1,0,-1.967472979,-2.179996641,
R_aeKspwzJWpxoH65,Live,Anonymous,,United States,0,6/16/15 9:52,6/16/15 10:03,1,-0.5,4,1,1,1,1,,1,0,0,68.898,0,1,6,4,7,6,5,1,7,7,7,7,1,1,7,7,1,7,7,7,7,1,7,6,7,7,3,7,5,1,5,5,6,5,3,2,3,3,5,3,3,1,1,1,1,1,1,1,1,1,1,1,2,10,5,4,1,1,37,1,1,DETERMINE IF WHAT IS PRESENTED IN A LEGIT LOOKING NEWS ARTICLE HAS AN EFFECT ON HOW PEOPLE RESPOND TO THE QUESTIONS. i.e IF ONE PERSON GETS AN ARTICLE THAT SAYS THERE IS NOTHING WE CAN DO AS INDIVIDUALS VS. ANOTHER PERSON THAT GETS AN ARTICLE THAT SAYS THERE IS MUCH WE CAN DO TO HELP HAVE A POSITIVE IMPACT ON GLOBAL WARMING.,I THINK THERE ARE MANY SMALL THINGS THAT EVERYONE CAN DO TO HELP AND IT MAY NOT SEEM LIKE MUCH BUT IF EVERYONE WERE TO DO THOSE THINGS IT WOULD HAVE A GREAT IMPACT.,1,1,7,7,5.75,7,5.916666667,3.909090909,7,1,0,1.015385114,-0.513951881
R_3m8kq1wIhngReGV,Live,Anonymous,,United States,0,6/22/15 8:56,6/22/15 9:04,1,0.5,4,1,1,1,1,1,,0,0,75.675,0,1,5,5,6,5,6,1,6,6,6,5,2,2,5,5,1,5,6,6,3,5,7,3,6,3,5,4,2,1,5,3,4,5,3,3,3,5,5,3,3,1,2,2,2,2,1,2,1,,,,,10,,8,1,2,32,3,1,To evaluate attitudes toward global warming/climate change after reading an article., ,1,1,6,6,5.25,5.625,4.583333333,3.818181818,2,1,0,-0.069290556,-0.583370413
